"id","wkb_geometry","objectid","code","name","roadside_sony","speed","timestamp","ctrdist","objectid_survey","code_surveyed","bbch","roadside_surveyed","observation_time","code_bbch_surveyed","distance_ratio","basename","filepath_url"
242,"0101000020E6100000C2A5B524CB92164011F31BD4CD5A4A40",16936,"SBT","/mnt/mars/Projects/2016_LANDSENSE/Data/NL2018/20180815/Links/Sony/109MSDCF/DSC00085.JPG","L",37.7,"2018-08-15 14:22:43",167.658431667919,16936,"SBT",39,"L","2018-08-15 14:23:17","SBT39",0.79049579575772,"NL2018_20180815_Links_Sony_109MSDCF_DSC00085.JPG","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/DRLL/FlevoVision/training//SBT39/projectData_COP4AGRI_NL2018_20180815_Links_Sony_109MSDCF_DSC00085.JPG"
248,"0101000020E6100000A3AC31A3E3931640CE7C513ACD5A4A40",16936,"SBT","/mnt/mars/Projects/2016_LANDSENSE/Data/NL2018/20180815/Links/Sony/109MSDCF/DSC00123.JPG","L",19.26,"2018-08-15 14:23:21",189.125379528049,16936,"SBT",39,"L","2018-08-15 14:23:17","SBT39",0.891710699549703,"NL2018_20180815_Links_Sony_109MSDCF_DSC00123.JPG","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/DRLL/FlevoVision/training//SBT39/projectData_COP4AGRI_NL2018_20180815_Links_Sony_109MSDCF_DSC00123.JPG"
257,"0101000020E6100000AEC59FA5DC931640518FB714CC5A4A40",16936,"SBT","/mnt/mars/Projects/2016_LANDSENSE/Data/NL2018/20180709/Links/Sony/108MSDCF/DSC08456.JPG","L",14.61,"2018-07-09 14:25:36",191.836297423394,16936,"SBT",39,"L","2018-07-09 14:25:03","SBT39",0.904492455752449,"NL2018_20180709_Links_Sony_108MSDCF_DSC08456.JPG","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/DRLL/FlevoVision/training//SBT39/projectData_COP4AGRI_NL2018_20180709_Links_Sony_108MSDCF_DSC08456.JPG"
259,"0101000020E610000080F07899FF931640518FB714CC5A4A40",16936,"SBT","/mnt/mars/Projects/2016_LANDSENSE/Data/NL2018/20180709/Links/Sony/108MSDCF/DSC08458.JPG","L",17.02,"2018-07-09 14:25:38",195.883496019877,16936,"SBT",39,"L","2018-07-09 14:25:03","SBT39",0.923574666192381,"NL2018_20180709_Links_Sony_108MSDCF_DSC08458.JPG","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/DRLL/FlevoVision/training//SBT39/projectData_COP4AGRI_NL2018_20180709_Links_Sony_108MSDCF_DSC08458.JPG"
265,"0101000020E6100000A4C400448593164063FAA83ECC5A4A40",16936,"SBT","/mnt/mars/Projects/2016_LANDSENSE/Data/NL2018/20180709/Links/Sony/108MSDCF/DSC08405.JPG","L",17.54,"2018-07-09 14:24:45",182.746578817621,16936,"SBT",39,"L","2018-07-09 14:25:03","SBT39",0.861635175799384,"NL2018_20180709_Links_Sony_108MSDCF_DSC08405.JPG","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/DRLL/FlevoVision/training//SBT39/projectData_COP4AGRI_NL2018_20180709_Links_Sony_108MSDCF_DSC08405.JPG"
266,"0101000020E6100000BAA44110BE9316404A23C1F8CB5A4A40",16936,"SBT","/mnt/mars/Projects/2016_LANDSENSE/Data/NL2018/20180709/Links/Sony/108MSDCF/DSC08438.JPG","L",0.43,"2018-07-09 14:25:18",188.917812256039,16936,"SBT",39,"L","2018-07-09 14:25:03","SBT39",0.890732036835108,"NL2018_20180709_Links_Sony_108MSDCF_DSC08438.JPG","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/DRLL/FlevoVision/training//SBT39/projectData_COP4AGRI_NL2018_20180709_Links_Sony_108MSDCF_DSC08438.JPG"
268,"0101000020E61000005B17AF76C5921640950582AECC5A4A40",16936,"SBT","/mnt/mars/Projects/2016_LANDSENSE/Data/NL2018/20180709/Links/Sony/108MSDCF/DSC08398.JPG","L",41.38,"2018-07-09 14:24:38",171.446473113407,16936,"SBT",39,"L","2018-07-09 14:25:03","SBT39",0.808356101422185,"NL2018_20180709_Links_Sony_108MSDCF_DSC08398.JPG","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/DRLL/FlevoVision/training//SBT39/projectData_COP4AGRI_NL2018_20180709_Links_Sony_108MSDCF_DSC08398.JPG"
277,"0101000020E61000005036E50AEF92164087D08B92CC5A4A40",16936,"SBT","/mnt/mars/Projects/2016_LANDSENSE/Data/NL2018/20180709/Links/Sony/108MSDCF/DSC08399.JPG","L",36.93,"2018-07-09 14:24:39",172.808949275156,16936,"SBT",39,"L","2018-07-09 14:25:03","SBT39",0.814780065114127,"NL2018_20180709_Links_Sony_108MSDCF_DSC08399.JPG","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/DRLL/FlevoVision/training//SBT39/projectData_COP4AGRI_NL2018_20180709_Links_Sony_108MSDCF_DSC08399.JPG"
280,"0101000020E6100000DDEC61EA7293164063FAA83ECC5A4A40",16936,"SBT","/mnt/mars/Projects/2016_LANDSENSE/Data/NL2018/20180709/Links/Sony/108MSDCF/DSC08404.JPG","L",18.47,"2018-07-09 14:24:44",181.247456559205,16936,"SBT",39,"L","2018-07-09 14:25:03","SBT39",0.85456693693531,"NL2018_20180709_Links_Sony_108MSDCF_DSC08404.JPG","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/DRLL/FlevoVision/training//SBT39/projectData_COP4AGRI_NL2018_20180709_Links_Sony_108MSDCF_DSC08404.JPG"
292,"0101000020E6100000773C5E45F7921640CE7C513ACD5A4A40",16936,"SBT","/mnt/mars/Projects/2016_LANDSENSE/Data/NL2018/20180620/Links/Sony/108MSDCF/DSC07441.JPG","L",27.56,"2018-06-20 13:54:09",170.878629217223,16936,"SBT",39,"L","2018-06-20 13:54:00","SBT39",0.805678763884704,"NL2018_20180620_Links_Sony_108MSDCF_DSC07441.JPG","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/DRLL/FlevoVision/training//SBT39/projectData_COP4AGRI_NL2018_20180620_Links_Sony_108MSDCF_DSC07441.JPG"
302,"0101000020E6100000A0C2E8F80692164026E4839ECD5A4A40",16936,"SBT","/mnt/mars/Projects/2016_LANDSENSE/Data/NL2018/20180620/Links/Sony/108MSDCF/DSC07435.JPG","L",44.11,"2018-06-20 13:54:03",172.296006598711,16936,"SBT",39,"L","2018-06-20 13:54:00","SBT39",0.812361582338399,"NL2018_20180620_Links_Sony_108MSDCF_DSC07435.JPG","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/DRLL/FlevoVision/training//SBT39/projectData_COP4AGRI_NL2018_20180620_Links_Sony_108MSDCF_DSC07435.JPG"
307,"0101000020E610000040229EE9D6911640374F75C8CD5A4A40",16936,"SBT","/mnt/mars/Projects/2016_LANDSENSE/Data/NL2018/20180620/Links/Sony/108MSDCF/DSC07434.JPG","L",45,"2018-06-20 13:54:02",174.949530987257,16936,"SBT",39,"L","2018-06-20 13:54:00","SBT39",0.824872732849705,"NL2018_20180620_Links_Sony_108MSDCF_DSC07434.JPG","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/DRLL/FlevoVision/training//SBT39/projectData_COP4AGRI_NL2018_20180620_Links_Sony_108MSDCF_DSC07434.JPG"
312,"0101000020E6100000A3AC31A3E3931640020EA14ACD5A4A40",16936,"SBT","/mnt/mars/Projects/2016_LANDSENSE/Data/NL2018/20180521/Links/Sony/109MSDCF/DSC07426.JPG","L",19.35,"2018-05-21 14:49:49",188.931763910321,16936,"SBT",14,"L","2018-05-21 14:49:07","SBT14",0.890797817744208,"NL2018_20180521_Links_Sony_109MSDCF_DSC07426.JPG","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/DRLL/FlevoVision/training//SBT14/projectData_COP4AGRI_NL2018_20180521_Links_Sony_109MSDCF_DSC07426.JPG"
313,"0101000020E6100000E761997BF9931640CA46562CCD5A4A40",16936,"SBT","/mnt/mars/Projects/2016_LANDSENSE/Data/NL2018/20180521/Links/Sony/109MSDCF/DSC07427.JPG","L",20.83,"2018-05-21 14:49:50",191.867746491677,16936,"SBT",14,"L","2018-05-21 14:49:07","SBT14",0.904640735537789,"NL2018_20180521_Links_Sony_109MSDCF_DSC07427.JPG","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/DRLL/FlevoVision/training//SBT14/projectData_COP4AGRI_NL2018_20180521_Links_Sony_109MSDCF_DSC07427.JPG"
314,"0101000020E610000032AE0A8FC1931640ED1C3980CD5A4A40",16936,"SBT","/mnt/mars/Projects/2016_LANDSENSE/Data/NL2018/20180521/Links/Sony/109MSDCF/DSC07424.JPG","L",9.63,"2018-05-21 14:49:47",184.526681904477,16936,"SBT",14,"L","2018-05-21 14:49:07","SBT14",0.870028216293537,"NL2018_20180521_Links_Sony_109MSDCF_DSC07424.JPG","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/DRLL/FlevoVision/training//SBT14/projectData_COP4AGRI_NL2018_20180521_Links_Sony_109MSDCF_DSC07424.JPG"
315,"0101000020E61000004E7C07FACF931640EAE63D72CD5A4A40",16936,"SBT","/mnt/mars/Projects/2016_LANDSENSE/Data/NL2018/20180521/Links/Sony/109MSDCF/DSC07425.JPG","L",15.71,"2018-05-21 14:49:48",186.247856847067,16936,"SBT",14,"L","2018-05-21 14:49:07","SBT14",0.878143415406072,"NL2018_20180521_Links_Sony_109MSDCF_DSC07425.JPG","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/DRLL/FlevoVision/training//SBT14/projectData_COP4AGRI_NL2018_20180521_Links_Sony_109MSDCF_DSC07425.JPG"
316,"0101000020E610000015A930B610941640CA46562CCD5A4A40",16936,"SBT","/mnt/mars/Projects/2016_LANDSENSE/Data/NL2018/20180521/Links/Sony/109MSDCF/DSC07428.JPG","L",21.39,"2018-05-21 14:49:51",194.748603349997,16936,"SBT",14,"L","2018-05-21 14:49:07","SBT14",0.918223740054932,"NL2018_20180521_Links_Sony_109MSDCF_DSC07428.JPG","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/DRLL/FlevoVision/training//SBT14/projectData_COP4AGRI_NL2018_20180521_Links_Sony_109MSDCF_DSC07428.JPG"
317,"0101000020E61000004F3D24374E931640F152348ECD5A4A40",16936,"SBT","/mnt/mars/Projects/2016_LANDSENSE/Data/NL2018/20180521/Links/Sony/109MSDCF/DSC07405.JPG","L",13.31,"2018-05-21 14:49:28",174.289685471963,16936,"SBT",14,"L","2018-05-21 14:49:07","SBT14",0.821761615201156,"NL2018_20180521_Links_Sony_109MSDCF_DSC07405.JPG","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/DRLL/FlevoVision/training//SBT14/projectData_COP4AGRI_NL2018_20180521_Links_Sony_109MSDCF_DSC07405.JPG"
318,"0101000020E6100000E8E8E9206093164003BE25B8CD5A4A40",16936,"SBT","/mnt/mars/Projects/2016_LANDSENSE/Data/NL2018/20180521/Links/Sony/109MSDCF/DSC07406.JPG","L",17.49,"2018-05-21 14:49:29",175.028188303882,16936,"SBT",14,"L","2018-05-21 14:49:07","SBT14",0.825243595665724,"NL2018_20180521_Links_Sony_109MSDCF_DSC07406.JPG","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/DRLL/FlevoVision/training//SBT14/projectData_COP4AGRI_NL2018_20180521_Links_Sony_109MSDCF_DSC07406.JPG"
320,"0101000020E6100000FB5C6DC5FE9216401F2812F0CD5A4A40",16936,"SBT","/mnt/mars/Projects/2016_LANDSENSE/Data/NL2018/20180521/Links/Sony/109MSDCF/DSC07368.JPG","L",37.42,"2018-05-21 14:48:51",168.770570477643,16936,"SBT",14,"L","2018-05-21 14:49:07","SBT14",0.795739439305137,"NL2018_20180521_Links_Sony_109MSDCF_DSC07368.JPG","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/DRLL/FlevoVision/training//SBT14/projectData_COP4AGRI_NL2018_20180521_Links_Sony_109MSDCF_DSC07368.JPG"
321,"0101000020E61000003E4EC93621931640152917E2CD5A4A40",16936,"SBT","/mnt/mars/Projects/2016_LANDSENSE/Data/NL2018/20180521/Links/Sony/109MSDCF/DSC07369.JPG","L",27.61,"2018-05-21 14:48:52",170.513149738762,16936,"SBT",14,"L","2018-05-21 14:49:07","SBT14",0.803955558029295,"NL2018_20180521_Links_Sony_109MSDCF_DSC07369.JPG","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/DRLL/FlevoVision/training//SBT14/projectData_COP4AGRI_NL2018_20180521_Links_Sony_109MSDCF_DSC07369.JPG"
322,"0101000020E6100000EAA4EF32749216405469E66DCE5A4A40",16936,"SBT","/mnt/mars/Projects/2016_LANDSENSE/Data/NL2018/20180521/Links/Sony/109MSDCF/DSC07365.JPG","L",44.02,"2018-05-21 14:48:48",165.508913768181,16936,"SBT",14,"L","2018-05-21 14:49:07","SBT14",0.780360994628154,"NL2018_20180521_Links_Sony_109MSDCF_DSC07365.JPG","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/DRLL/FlevoVision/training//SBT14/projectData_COP4AGRI_NL2018_20180521_Links_Sony_109MSDCF_DSC07365.JPG"
323,"0101000020E6100000A67EDE54A49216406D904946CE5A4A40",16936,"SBT","/mnt/mars/Projects/2016_LANDSENSE/Data/NL2018/20180521/Links/Sony/109MSDCF/DSC07366.JPG","L",44.82,"2018-05-21 14:48:49",165.722555003485,16936,"SBT",14,"L","2018-05-21 14:49:07","SBT14",0.781368295583009,"NL2018_20180521_Links_Sony_109MSDCF_DSC07366.JPG","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/DRLL/FlevoVision/training//SBT14/projectData_COP4AGRI_NL2018_20180521_Links_Sony_109MSDCF_DSC07366.JPG"
324,"0101000020E6100000A6F27684D39216405B25581CCE5A4A40",16936,"SBT","/mnt/mars/Projects/2016_LANDSENSE/Data/NL2018/20180521/Links/Sony/109MSDCF/DSC07367.JPG","L",43.73,"2018-05-21 14:48:50",166.872754566722,16936,"SBT",14,"L","2018-05-21 14:49:07","SBT14",0.786791392470987,"NL2018_20180521_Links_Sony_109MSDCF_DSC07367.JPG","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/DRLL/FlevoVision/training//SBT14/projectData_COP4AGRI_NL2018_20180521_Links_Sony_109MSDCF_DSC07367.JPG"
325,"0101000020E6100000DE3CD52137931640152917E2CD5A4A40",16936,"SBT","/mnt/mars/Projects/2016_LANDSENSE/Data/NL2018/20180521/Links/Sony/109MSDCF/DSC07370.JPG","L",15.97,"2018-05-21 14:48:53",171.737212702714,16936,"SBT",14,"L","2018-05-21 14:49:07","SBT14",0.809726914811773,"NL2018_20180521_Links_Sony_109MSDCF_DSC07370.JPG","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/DRLL/FlevoVision/training//SBT14/projectData_COP4AGRI_NL2018_20180521_Links_Sony_109MSDCF_DSC07370.JPG"
326,"0101000020E6100000FD671FE6569116406E40CEB3CE5A4A40",16936,"SBT","/mnt/mars/Projects/2016_LANDSENSE/Data/NL2018/20180521/Links/Sony/109MSDCF/DSC07359.JPG","L",44.52,"2018-05-21 14:48:42",184.44872759655,16936,"SBT",14,"L","2018-05-21 14:49:07","SBT14",0.869660668106041,"NL2018_20180521_Links_Sony_109MSDCF_DSC07359.JPG","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/DRLL/FlevoVision/training//SBT14/projectData_COP4AGRI_NL2018_20180521_Links_Sony_109MSDCF_DSC07359.JPG"
327,"0101000020E61000002FDC9085869116406E40CEB3CE5A4A40",16936,"SBT","/mnt/mars/Projects/2016_LANDSENSE/Data/NL2018/20180521/Links/Sony/109MSDCF/DSC07360.JPG","L",44,"2018-05-21 14:48:43",179.197320872903,16936,"SBT",14,"L","2018-05-21 14:49:07","SBT14",0.844900714815538,"NL2018_20180521_Links_Sony_109MSDCF_DSC07360.JPG","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/DRLL/FlevoVision/training//SBT14/projectData_COP4AGRI_NL2018_20180521_Links_Sony_109MSDCF_DSC07360.JPG"
328,"0101000020E61000005D7C0225B6911640A2D11DC4CE5A4A40",16936,"SBT","/mnt/mars/Projects/2016_LANDSENSE/Data/NL2018/20180521/Links/Sony/109MSDCF/DSC07361.JPG","L",44.02,"2018-05-21 14:48:44",174.449020832784,16936,"SBT",14,"L","2018-05-21 14:49:07","SBT14",0.822512868398456,"NL2018_20180521_Links_Sony_109MSDCF_DSC07361.JPG","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/DRLL/FlevoVision/training//SBT14/projectData_COP4AGRI_NL2018_20180521_Links_Sony_109MSDCF_DSC07361.JPG"
329,"0101000020E61000005CF09A54E5911640A2D11DC4CE5A4A40",16936,"SBT","/mnt/mars/Projects/2016_LANDSENSE/Data/NL2018/20180521/Links/Sony/109MSDCF/DSC07362.JPG","L",44,"2018-05-21 14:48:45",170.69374993425,16936,"SBT",14,"L","2018-05-21 14:49:07","SBT14",0.804807073183205,"NL2018_20180521_Links_Sony_109MSDCF_DSC07362.JPG","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/DRLL/FlevoVision/training//SBT14/projectData_COP4AGRI_NL2018_20180521_Links_Sony_109MSDCF_DSC07362.JPG"
330,"0101000020E6100000BAF6DC4877931640152917E2CD5A4A40",16936,"SBT","/mnt/mars/Projects/2016_LANDSENSE/Data/NL2018/20180521/Links/Sony/109MSDCF/DSC07407.JPG","L",21.31,"2018-05-21 14:49:30",176.31460782315,16936,"SBT",14,"L","2018-05-21 14:49:07","SBT14",0.831308958507573,"NL2018_20180521_Links_Sony_109MSDCF_DSC07407.JPG","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/DRLL/FlevoVision/training//SBT14/projectData_COP4AGRI_NL2018_20180521_Links_Sony_109MSDCF_DSC07407.JPG"
331,"0101000020E6100000BC047E934492164090662C9ACE5A4A40",16936,"SBT","/mnt/mars/Projects/2016_LANDSENSE/Data/NL2018/20180521/Links/Sony/109MSDCF/DSC07364.JPG","L",43.97,"2018-05-21 14:48:47",166.146378286095,16936,"SBT",14,"L","2018-05-21 14:49:07","SBT14",0.783366587704166,"NL2018_20180521_Links_Sony_109MSDCF_DSC07364.JPG","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/DRLL/FlevoVision/training//SBT14/projectData_COP4AGRI_NL2018_20180521_Links_Sony_109MSDCF_DSC07364.JPG"
333,"0101000020E61000008A900CF4149216406E40CEB3CE5A4A40",16936,"SBT","/mnt/mars/Projects/2016_LANDSENSE/Data/NL2018/20180521/Links/Sony/109MSDCF/DSC07363.JPG","L",43.94,"2018-05-21 14:48:46",167.926662097476,16936,"SBT",14,"L","2018-05-21 14:49:07","SBT14",0.791760480299675,"NL2018_20180521_Links_Sony_109MSDCF_DSC07363.JPG","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/DRLL/FlevoVision/training//SBT14/projectData_COP4AGRI_NL2018_20180521_Links_Sony_109MSDCF_DSC07363.JPG"
334,"0101000020E6100000DC60FA19A2931640235E0DFECD5A4A40",16936,"SBT","/mnt/mars/Projects/2016_LANDSENSE/Data/NL2018/20180521/Links/Sony/109MSDCF/DSC07409.JPG","L",14.33,"2018-05-21 14:49:32",179.807646990817,16936,"SBT",14,"L","2018-05-21 14:49:07","SBT14",0.847778352554676,"NL2018_20180521_Links_Sony_109MSDCF_DSC07409.JPG","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/DRLL/FlevoVision/training//SBT14/projectData_COP4AGRI_NL2018_20180521_Links_Sony_109MSDCF_DSC07409.JPG"
358,"0101000020E6100000FBE5E56B5A9216404634F051CE5A4A40",16936,"SBT","/mnt/mars/Projects/2016_LANDSENSE/Data/NL2018/20180423/Links/Sony/108MSDCF/DSC04841.JPG","L",33.23,"2018-04-23 14:34:38",166.426316325903,16936,"SBT",0,"L","2018-04-23 14:35:10","SBT0",0.784686472671114,"NL2018_20180423_Links_Sony_108MSDCF_DSC04841.JPG","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/DRLL/FlevoVision/training//SBT0/projectData_COP4AGRI_NL2018_20180423_Links_Sony_108MSDCF_DSC04841.JPG"
380,"0101000020E610000019E25817B7911640F152348ECD5A4A40",16936,"SBT","/mnt/mars/Projects/2016_LANDSENSE/Data/NL2018/20180323/Links/Sony/108MSDCF/DSC03066.JPG","L",44.52,"2018-03-23 15:03:16",178.239095310337,16936,"BSO",5,"L","2018-03-23 16:01:00","BSO5",0.840382759642865,"NL2018_20180323_Links_Sony_108MSDCF_DSC03066.JPG","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/DRLL/FlevoVision/training//BSO5/projectData_COP4AGRI_NL2018_20180323_Links_Sony_108MSDCF_DSC03066.JPG"
1584,"0101000020E61000006A3235C43C74164076B54BC9C13F4A40",46195,"SBT","/mnt/mars/Projects/2016_LANDSENSE/Data/NL2018/20180521/Rechts/Sony/101MSDCF/DSC07068.JPG","R",41.07,"2018-05-21 07:01:48",164.789114563587,46195,"SBT",14,"R","2018-05-21 07:02:07","SBT14",0.62415578815131,"NL2018_20180521_Rechts_Sony_101MSDCF_DSC07068.JPG","https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/DRLL/FlevoVision/training//SBT14/projectData_COP4AGRI_NL2018_20180521_Rechts_Sony_101MSDCF_DSC07068.JPG"
